0.39340,-85.81000,-15.05000,9.34000,0.25660,-85.81000,-13.15000,7.44000
0.38540,-85.58000,-13.15000,3.64000,0.26770,-82.24000,-20.76000,15.05000
0.39210,-85.34000,-1.74000,5.54000,0.26270,-86.53000,-9.34000,9.34000
0.33240,-82.25000,7.44000,15.05000,0.31940,-82.24000,-17.68000,15.05000
0.42870,-86.64000,20.76000,13.15000,0.21960,-82.35000,13.15000,19.69000
0.37350,-82.98000,16.95000,1.74000,0.27640,-83.71000,16.95000,18.85000
0.42430,-86.40000,15.05000,3.64000,0.22530,-85.58000,11.25000,5.54000
0.35070,-83.43000,-9.34000,9.34000,0.29650,-86.29000,-11.25000,15.05000
0.35350,-84.86000,15.05000,11.25000,0.29140,-85.58000,13.15000,9.34000
0.35610,-88.59000,5.54000,13.15000,0.30340,-88.21000,17.64000,7.44000
0.39890,-88.43000,18.85000,1.74000,0.25040,-86.64000,20.76000,3.64000
0.33470,-82.49000,18.85000,11.25000,0.31990,-87.00000,16.95000,9.34000
0.43210,-86.88000,3.64000,7.44000,0.21080,-82.25000,3.64000,11.25000
0.33930,-86.29000,-9.34000,1.74000,0.30450,-87.48000,-1.74000,5.54000
0.33950,-84.20000,5.54000,13.15000,0.30710,-84.93000,1.74000,5.54000
0.41680,-86.40000,11.25000,1.74000,0.23680,-83.22000,5.54000,1.74000
0.38320,-83.43000,-15.05000,13.15000,0.26900,-84.17000,-13.49000,16.95000
0.46020,-89.02000,10.58000,13.15000,0.18720,-90.05000,7.44000,11.25000
0.35780,-85.34000,-20.76000,11.25000,0.29710,-86.53000,-16.95000,5.54000
0.38890,-85.34000,-20.76000,11.25000,0.26160,-82.72000,-15.05000,15.05000
0.33410,-83.71000,13.15000,15.05000,0.32140,-86.84000,11.25000,19.45000
0.17460,-82.25000,5.54000,5.54000,0.47470,-84.44000,9.34000,1.74000
0.43150,-86.29000,-5.54000,7.44000,0.21370,-83.91000,-3.64000,9.34000
0.34520,-88.91000,-9.34000,16.95000,0.31410,-89.99000,-15.05000,17.73000
0.40300,-85.10000,-16.95000,5.54000,0.24770,-82.77000,-12.63000,7.44000
0.34730,-87.24000,-15.05000,7.44000,0.30370,-87.24000,-16.95000,5.54000
0.37730,-87.96000,-3.64000,16.95000,0.26570,-86.34000,-10.54000,9.34000
0.39270,-84.69000,5.54000,16.95000,0.25950,-82.25000,1.74000,9.34000
0.37950,-85.81000,-3.64000,7.44000,0.26590,-83.43000,-18.85000,16.95000
0.33810,-82.24000,-13.15000,1.74000,0.31910,-89.62000,-9.34000,11.25000
0.43480,-88.68000,-3.64000,11.25000,0.22880,-85.12000,1.74000,9.34000
0.33630,-87.00000,-3.64000,20.76000,0.31440,-83.67000,-7.44000,16.95000
0.40030,-85.81000,-18.85000,20.76000,0.26660,-88.01000,-6.28000,12.45000
0.34060,-84.15000,13.15000,5.54000,0.31930,-89.39000,16.95000,20.75000
0.38360,-87.61000,9.34000,3.64000,0.26580,-84.93000,11.25000,7.44000
0.35390,-87.72000,-5.54000,5.54000,0.30060,-82.72000,-1.74000,13.15000
0.36030,-87.00000,16.95000,9.34000,0.29900,-87.37000,18.85000,15.05000
0.38610,-86.29000,13.15000,5.54000,0.26760,-82.25000,15.05000,7.44000
0.40400,-85.34000,-20.76000,9.34000,0.24990,-84.15000,-20.76000,3.64000
0.17340,-86.77000,-9.34000,13.15000,0.49830,-87.96000,-11.25000,16.64000
0.43670,-83.91000,-7.44000,7.44000,0.21270,-82.24000,-9.34000,9.34000
0.37200,-84.23000,5.54000,18.85000,0.27510,-86.31000,-15.05000,5.54000
0.41140,-83.91000,11.25000,5.54000,0.23890,-82.25000,7.44000,7.44000
0.35340,-88.43000,16.95000,9.34000,0.29890,-85.10000,20.76000,5.54000
0.42430,-88.20000,-18.85000,7.44000,0.21920,-82.24000,-15.05000,3.64000
0.39710,-83.00000,13.15000,13.82000,0.25200,-84.68000,9.34000,16.00000
0.33790,-85.58000,13.15000,5.54000,0.31460,-84.93000,15.05000,7.44000
0.13810,-85.81000,-11.25000,11.25000,0.51710,-85.15000,-8.75000,7.72000
0.39420,-84.20000,7.44000,7.44000,0.25860,-84.20000,3.64000,5.54000
0.39100,-84.69000,5.54000,1.74000,0.27140,-82.25000,11.25000,16.95000
0.42980,-85.34000,18.85000,1.74000,0.22270,-85.58000,16.95000,3.64000
0.33350,-87.96000,18.85000,1.74000,0.31520,-83.71000,18.85000,9.34000
0.46330,-86.18000,9.34000,3.15000,0.20650,-82.25000,7.44000,5.54000
0.39720,-83.71000,7.44000,7.44000,0.24600,-82.25000,5.54000,9.34000
0.43530,-87.96000,15.05000,20.75000,0.22720,-85.91000,13.15000,18.85000
0.34110,-89.62000,-11.25000,20.76000,0.31830,-86.53000,-1.74000,20.76000
0.33500,-86.29000,16.95000,13.15000,0.31920,-86.40000,18.85000,15.05000
0.33700,-83.96000,5.54000,11.25000,0.31500,-84.20000,7.44000,7.44000
0.37870,-84.35000,-7.44000,16.60000,0.27130,-82.24000,-11.25000,13.15000
0.33280,-86.88000,11.25000,13.15000,0.31840,-84.20000,5.54000,13.15000
0.34180,-88.10000,15.05000,18.85000,0.30910,-83.96000,3.64000,20.75000
0.35860,-89.62000,-20.76000,15.05000,0.29890,-89.86000,-20.76000,11.25000
0.39640,-87.96000,5.54000,15.05000,0.25310,-84.44000,11.25000,20.75000
0.39110,-82.49000,7.44000,16.95000,0.25970,-87.72000,9.88000,18.85000
0.41950,-88.67000,-1.74000,9.34000,0.24370,-87.00000,-7.44000,11.25000
0.36320,-83.22000,9.34000,13.15000,0.28490,-82.98000,11.25000,11.25000
0.36360,-87.48000,5.54000,15.05000,0.29200,-83.22000,9.34000,15.05000
0.32690,-83.47000,5.54000,16.95000,0.32360,-86.64000,1.74000,15.05000
0.40170,-87.00000,-18.85000,3.64000,0.25010,-84.12000,-5.54000,11.94000
0.37130,-84.15000,-3.64000,1.74000,0.27480,-84.62000,-7.44000,1.74000
0.37720,-87.24000,-13.15000,9.34000,0.26920,-85.81000,-16.95000,5.54000
0.34710,-83.91000,1.74000,10.65000,0.32140,-87.10000,5.54000,17.83000
0.45890,-88.88000,-7.08000,3.64000,0.22220,-85.46000,3.64000,3.64000
0.38400,-86.36000,-5.54000,9.34000,0.26470,-84.90000,3.64000,18.85000
0.41630,-88.10000,20.76000,9.34000,0.24490,-82.72000,16.95000,13.15000
0.45160,-88.10000,18.85000,5.54000,0.20550,-82.48000,15.05000,11.25000
0.36340,-86.15000,15.05000,13.15000,0.29720,-87.79000,12.60000,5.54000
0.45040,-85.54000,18.47000,7.44000,0.19940,-82.48000,13.15000,5.54000
0.41130,-86.05000,-3.64000,18.85000,0.23910,-82.96000,-9.34000,16.95000
0.35670,-84.25000,16.26000,3.64000,0.29680,-83.81000,-1.74000,5.54000
0.41020,-83.96000,9.34000,13.15000,0.24460,-82.25000,9.34000,9.34000
0.39360,-87.19000,-4.75000,9.34000,0.26530,-88.91000,-5.54000,1.74000
0.44330,-87.72000,-15.05000,18.85000,0.20720,-82.24000,-13.15000,15.05000
0.33580,-84.20000,5.54000,13.15000,0.33110,-85.91000,10.64000,15.05000
0.35270,-87.86000,7.44000,18.85000,0.29970,-86.88000,3.64000,13.15000
0.45630,-86.29000,-14.28000,7.44000,0.19350,-82.24000,-15.05000,11.25000
0.15650,-89.62000,-20.76000,5.54000,0.51070,-89.86000,-18.85000,7.44000
0.35920,-85.10000,18.85000,16.95000,0.28800,-83.22000,16.95000,18.85000
0.13450,-82.49000,1.74000,18.85000,0.51260,-83.74000,-1.74000,18.85000
0.34600,-83.96000,20.76000,3.64000,0.30210,-87.37000,15.05000,5.54000
0.38400,-89.57000,5.54000,13.15000,0.28540,-89.81000,3.64000,5.54000
0.10090,-82.25000,9.34000,9.34000,0.55000,-86.88000,11.25000,7.44000
0.40380,-85.58000,20.76000,1.74000,0.24720,-83.20000,16.95000,3.64000
0.33290,-82.48000,-20.76000,16.95000,0.31900,-85.49000,-14.29000,11.97000
0.39300,-84.20000,5.54000,7.44000,0.25770,-84.69000,1.74000,7.44000
0.40310,-85.69000,-4.11000,5.54000,0.24570,-83.67000,-1.74000,9.34000
0.35630,-85.34000,-9.34000,16.95000,0.29980,-84.62000,-16.95000,20.76000
0.43680,-86.53000,-11.25000,5.54000,0.21780,-84.86000,-7.44000,3.64000
0.14140,-89.15000,-3.64000,11.25000,0.51750,-86.29000,-1.74000,13.15000
0.35520,-87.37000,20.76000,3.64000,0.29370,-85.18000,13.15000,1.74000
0.42460,-87.59000,-14.00000,13.15000,0.23070,-83.39000,-8.65000,11.25000
0.34660,-84.15000,-16.95000,20.76000,0.30350,-84.86000,-18.85000,13.15000
0.38460,-82.48000,-16.95000,5.54000,0.27040,-85.24000,-9.34000,12.06000
0.43030,-87.24000,-13.15000,9.34000,0.21710,-85.10000,-9.34000,9.34000
0.42790,-87.96000,-16.95000,16.95000,0.22010,-84.86000,-13.15000,15.05000
0.41530,-87.00000,-16.95000,3.64000,0.23910,-84.39000,-20.76000,9.34000
0.43110,-87.40000,-9.34000,18.22000,0.22150,-86.77000,-11.25000,13.67000
0.45190,-90.10000,-7.44000,1.74000,0.21350,-85.34000,-9.34000,3.64000
0.15230,-89.15000,-5.54000,16.95000,0.49740,-87.48000,-7.44000,18.85000
0.39920,-88.67000,5.54000,15.05000,0.24690,-84.69000,1.74000,11.25000
0.43420,-84.62000,-18.85000,13.15000,0.21640,-82.24000,-18.85000,9.34000
0.41070,-85.58000,-5.54000,16.95000,0.23410,-84.39000,-7.44000,15.05000
0.42120,-86.15000,7.44000,3.64000,0.22530,-83.22000,5.54000,7.44000
0.40320,-87.33000,-5.54000,7.12000,0.24570,-84.35000,-15.05000,5.93000
0.36130,-82.48000,-5.54000,20.76000,0.28470,-82.24000,-9.34000,20.76000
0.41100,-89.15000,-7.44000,15.05000,0.25360,-88.43000,-11.25000,15.05000
0.35740,-82.24000,-5.54000,5.54000,0.30130,-82.42000,15.05000,4.22000
0.41210,-88.23000,5.54000,4.63000,0.24400,-84.95000,-9.34000,18.85000
0.43980,-87.03000,-18.16000,16.95000,0.21890,-90.34000,-20.76000,7.44000
0.45740,-88.20000,11.25000,5.54000,0.19630,-82.25000,15.05000,1.74000
0.33090,-85.66000,18.85000,7.44000,0.32330,-83.96000,9.34000,5.54000
0.39740,-88.67000,-3.64000,5.54000,0.25000,-86.05000,-5.54000,1.74000
0.34010,-82.57000,-7.44000,7.44000,0.31290,-82.80000,5.54000,13.15000
0.38730,-87.96000,-5.54000,5.54000,0.26480,-87.24000,-7.44000,9.34000
0.39230,-87.72000,-1.74000,14.10000,0.25990,-83.43000,-5.54000,11.25000
0.34570,-82.25000,7.44000,18.85000,0.31300,-88.10000,5.54000,7.44000
0.38810,-88.67000,-4.25000,20.76000,0.28520,-85.34000,-11.25000,20.76000
0.38220,-86.53000,-1.74000,5.54000,0.27250,-86.53000,-5.54000,3.64000
0.35470,-85.91000,13.15000,11.25000,0.30020,-86.15000,16.95000,1.74000
0.40450,-83.91000,-1.74000,5.54000,0.24530,-82.96000,-1.74000,9.34000
